######################################################################
#
# 	CONDITIONS OF USE
# ____________________________________________________________________
# 
# 
# The files are freely available for download and use on the condition 
# that APNIC will not be held responsible for any loss or damage 
# arising from the use of the information contained in these reports.
# 
# APNIC endeavours to the best of its ability to ensure the accuracy 
# of these reports; however, APNIC makes no guarantee in this regard.
# 
# In particular, it should be noted that these reports seek to 
# indicate where resources were first allocated or assigned. It is not
# intended that these reports be considered as an authoritative 
# statement of the location in which any specific resource may 
# currently be in use.
# 
# For more information see: 
#
#       http://www.apnic.net/db/rir-stats-format.html
# or
#	ftp://ftp.apnic.net/pub/apnic/stats/apnic/README.TXT
#
######################################################################
#
2|apnic|20220713|74886|19830613|20220712|+1000
apnic|MY|ipv4|72.35.248.0|1024|20071210|allocated
apnic|HK|ipv4|72.35.252.0|512|20071012|allocated
apnic|PK|ipv4|72.255.0.0|16384|20050106|allocated
apnic|HK|ipv4|72.255.224.0|8192|20050106|allocated
apnic|MM|ipv4|74.50.208.0|2048|20080814|allocated
apnic|MY|ipv4|74.114.48.0|1024|20090527|allocated
apnic|HK|ipv4|74.114.168.0|1024|20090609|allocated
apnic|AF|ipv4|74.118.80.0|1024|20090930|allocated
apnic|HK|ipv4|74.121.152.0|2048|20100121|allocated
apnic|SG|ipv4|76.73.0.0|32768|20090202|allocated
apnic|JP|ipv4|76.77.48.0|4096|20120110|allocated
apnic|NZ|ipv4|78.138.10.0|512|20070607|allocated
apnic|HK|ipv4|78.138.12.0|1024|20070607|allocated
apnic|TH|ipv4|78.142.244.0|1024|20181114|allocated
apnic|JP|ipv4|80.208.192.0|4096|20011212|allocated
apnic|AU|ipv4|80.249.0.0|4096|20011120|allocated
apnic|JP|ipv4|81.23.208.0|4096|19920205|allocated
apnic|CN|ipv4|81.68.0.0|262144|20020111|allocated
apnic|PH|ipv4|82.100.184.0|2048|20031222|allocated
apnic|CN|ipv4|82.156.0.0|131072|20031119|allocated
apnic|TH|ipv4|83.118.0.0|32768|20031216|allocated
apnic|MV|ipv4|83.137.200.0|2048|20040614|allocated
apnic|HK|ipv4|83.229.40.0|2048|20040513|allocated
apnic|HK|ipv4|83.229.120.0|2048|20040513|allocated
apnic|US|ipv4|85.113.70.0|512|20050208|allocated
apnic|TW|ipv4|85.113.86.0|512|20050208|allocated
apnic|JP|ipv4|87.101.96.0|4096|20051215|allocated
apnic|SG|ipv4|87.119.0.0|16384|20051012|allocated
apnic|AU|ipv4|87.121.72.0|1024|20050712|allocated
apnic|AU|ipv4|87.121.92.0|1024|20050712|allocated
apnic|PH|ipv4|87.121.117.0|256|20050712|assigned
apnic|AU|ipv4|87.121.248.0|1024|20050712|allocated
apnic|KH|ipv4|87.247.160.0|2048|20051123|allocated
apnic|AU|ipv4|89.147.120.0|1024|20060213|allocated
apnic|JP|ipv4|90.149.0.0|65536|20061211|allocated
apnic|AF|ipv4|91.109.216.0|256|20120619|assigned
apnic|AF|ipv4|91.109.218.0|256|20120619|assigned
apnic|US|ipv4|91.199.209.0|256|20191107|allocated
apnic|IN|ipv4|91.203.132.0|1024|20080422|allocated
apnic|NZ|ipv4|91.208.208.0|256|20191107|assigned
apnic|NZ|ipv4|91.208.228.0|256|20191107|assigned
apnic|NZ|ipv4|91.208.230.0|256|20191107|assigned
apnic|NZ|ipv4|91.208.233.0|256|20191107|assigned
apnic|IN|ipv4|91.212.132.0|256|20111212|allocated
apnic|JP|ipv4|92.202.0.0|131072|20071017|allocated
apnic|SG|ipv4|94.74.64.0|16384|20080714|allocated
apnic|HK|ipv4|94.190.208.0|4096|20080826|allocated
apnic|HK|ipv4|94.190.224.0|4096|20080826|allocated
apnic|CN|ipv4|94.191.0.0|32768|20080827|allocated
apnic|PH|ipv4|95.87.112.0|2048|20110913|allocated
apnic|KH|ipv4|96.9.64.0|8192|20080721|allocated
apnic|SG|ipv4|96.9.160.0|4096|20080724|allocated
apnic|HK|ipv4|96.9.176.0|4096|20080724|allocated
apnic|TH|ipv4|96.30.64.0|16384|20080312|allocated
apnic|CN|ipv4|101.0.0.0|1024|20110414|allocated
apnic|ID|ipv4|101.0.4.0|1024|20101209|allocated
apnic|JP|ipv4|101.0.8.0|2048|20101209|allocated
apnic|JP|ipv4|101.0.16.0|4096|20101209|allocated
apnic|IN|ipv4|101.0.32.0|1024|20101210|allocated
apnic|IN|ipv4|101.0.36.0|256|20101210|allocated
apnic|IN|ipv4|101.0.37.0|256|20101210|allocated
apnic|IN|ipv4|101.0.38.0|256|20101210|allocated
apnic|IN|ipv4|101.0.39.0|256|20101210|allocated
apnic|IN|ipv4|101.0.40.0|256|20101210|allocated
apnic|IN|ipv4|101.0.41.0|256|20101210|allocated
apnic|IN|ipv4|101.0.42.0|256|20101210|allocated
apnic|IN|ipv4|101.0.43.0|256|20101210|allocated
apnic|IN|ipv4|101.0.44.0|256|20101210|allocated
apnic|IN|ipv4|101.0.45.0|256|20101210|allocated
apnic|IN|ipv4|101.0.46.0|512|20101210|allocated
apnic|IN|ipv4|101.0.48.0|256|20101210|allocated
apnic|IN|ipv4|101.0.49.0|256|20101210|allocated
apnic|IN|ipv4|101.0.50.0|256|20101210|allocated
apnic|IN|ipv4|101.0.51.0|256|20101210|allocated
apnic|IN|ipv4|101.0.52.0|256|20101210|allocated
apnic|IN|ipv4|101.0.53.0|256|20101210|allocated
apnic|IN|ipv4|101.0.54.0|512|20101210|allocated
apnic|IN|ipv4|101.0.56.0|256|20101210|allocated
apnic|IN|ipv4|101.0.57.0|256|20101210|allocated
apnic|IN|ipv4|101.0.58.0|512|20101210|allocated
apnic|IN|ipv4|101.0.60.0|512|20101210|allocated
apnic|IN|ipv4|101.0.62.0|512|20101210|allocated
apnic|AU|ipv4|101.0.64.0|16384|20101213|allocated
apnic|TW|ipv4|101.0.128.0|32768|20101224|allocated
apnic|CN|ipv4|101.1.0.0|1024|20110414|allocated
apnic|HK|ipv4|101.1.4.0|1024|20101209|allocated
apnic|KR|ipv4|101.1.8.0|2048|20101210|allocated
apnic|KR|ipv4|101.1.32.0|8192|20101210|allocated
apnic|JP|ipv4|101.1.64.0|16384|20101214|allocated
apnic|JP|ipv4|101.1.128.0|32768|20101229|allocated
apnic|IN|ipv4|101.2.0.0|32768|20110131|allocated
apnic|JP|ipv4|101.2.128.0|8192|20101214|allocated
apnic|BD|ipv4|101.2.160.0|2048|20101213|allocated
apnic|AU|ipv4|101.2.168.0|1024|20101209|allocated
apnic|CN|ipv4|101.2.172.0|1024|20110414|allocated
apnic|LK|ipv4|101.2.176.0|4096|20101213|allocated
apnic|AU|ipv4|101.2.192.0|16384|20101215|allocated
apnic|TW|ipv4|101.3.0.0|65536|20101213|allocated
apnic|CN|ipv4|101.4.0.0|262144|20101209|allocated
apnic|TW|ipv4|101.8.0.0|524288|20101209|allocated
apnic|CN|ipv4|101.16.0.0|1048576|20101210|allocated
apnic|SG|ipv4|101.32.0.0|65536|20101214|allocated
apnic|SG|ipv4|101.33.0.0|32768|20101214|allocated
apnic|CN|ipv4|101.33.128.0|32768|20101214|allocated
apnic|CN|ipv4|101.34.0.0|131072|20101214|allocated
apnic|CN|ipv4|101.36.0.0|16384|20101214|allocated
apnic|CN|ipv4|101.36.64.0|8192|20101214|allocated
apnic|HK|ipv4|101.36.96.0|8192|20101214|allocated
apnic|CN|ipv4|101.36.128.0|32768|20101214|allocated
apnic|CN|ipv4|101.37.0.0|65536|20101214|allocated
apnic|CN|ipv4|101.38.0.0|131072|20101214|allocated
apnic|CN|ipv4|101.40.0.0|131072|20101214|allocated
apnic|CN|ipv4|101.42.0.0|131072|20101214|allocated
apnic|SG|ipv4|101.44.0.0|65536|20101214|allocated
apnic|CN|ipv4|101.46.0.0|131072|20101214|allocated
apnic|CN|ipv4|101.48.0.0|131072|20101210|allocated
apnic|ID|ipv4|101.50.0.0|1024|20110311|assigned
apnic|JP|ipv4|101.50.4.0|1024|20101210|allocated
apnic|CN|ipv4|101.50.8.0|1024|20151119|allocated
apnic|CN|ipv4|101.50.12.0|1024|20151119|allocated
apnic|ID|ipv4|101.50.16.0|4096|20101213|allocated
apnic|JP|ipv4|101.50.32.0|4096|20101214|allocated
apnic|JP|ipv4|101.50.48.0|2048|20101214|allocated
apnic|CN|ipv4|101.50.56.0|1024|20110414|allocated
apnic|JP|ipv4|101.50.60.0|1024|20101214|allocated
apnic|PK|ipv4|101.50.64.0|16384|20110211|allocated
apnic|JP|ipv4|101.50.128.0|32768|20110201|allocated
apnic|TH|ipv4|101.51.0.0|65536|20101213|allocated
apnic|CN|ipv4|101.52.0.0|65536|20101216|allocated
apnic|VN|ipv4|101.53.0.0|16384|20110214|allocated
apnic|KR|ipv4|101.53.64.0|8192|20110309|allocated
apnic|JP|ipv4|101.53.96.0|1024|20101214|allocated
apnic|CN|ipv4|101.53.100.0|1024|20110414|allocated
apnic|JP|ipv4|101.53.104.0|2048|20101214|allocated
apnic|JP|ipv4|101.53.112.0|4096|20101214|allocated
apnic|IN|ipv4|101.53.128.0|8192|20110202|allocated
apnic|US|ipv4|101.53.160.0|8192|20110202|allocated
apnic|NZ|ipv4|101.53.192.0|8192|20110202|allocated
apnic|PK|ipv4|101.53.224.0|8192|20110202|allocated
apnic|CN|ipv4|101.54.0.0|65536|20101216|allocated
apnic|KR|ipv4|101.55.0.0|32768|20110210|allocated
apnic|JP|ipv4|101.55.128.0|16384|20110218|allocated
apnic|JP|ipv4|101.55.192.0|8192|20110310|allocated
apnic|CN|ipv4|101.55.224.0|2048|20110412|allocated
apnic|JP|ipv4|101.55.232.0|2048|20101214|allocated
apnic|JP|ipv4|101.55.240.0|4096|20101214|allocated
apnic|CN|ipv4|101.64.0.0|524288|20101209|allocated
apnic|CN|ipv4|101.72.0.0|262144|20101210|allocated
apnic|CN|ipv4|101.76.0.0|131072|20101210|allocated
apnic|CN|ipv4|101.78.0.0|1024|20110414|allocated
apnic|JP|ipv4|101.78.4.0|1024|20101216|allocated
apnic|LA|ipv4|101.78.8.0|2048|20101216|allocated
apnic|MY|ipv4|101.78.16.0|4096|20101214|allocated
apnic|CN|ipv4|101.78.32.0|8192|20110311|allocated
apnic|SG|ipv4|101.78.64.0|16384|20110218|allocated
apnic|HK|ipv4|101.78.128.0|32768|20110214|allocated
apnic|KR|ipv4|101.79.0.0|32768|20101217|allocated
apnic|KR|ipv4|101.79.128.0|4096|20101217|allocated
apnic|KR|ipv4|101.79.144.0|4096|20101217|allocated
apnic|KR|ipv4|101.79.160.0|4096|20101217|allocated
apnic|KR|ipv4|101.79.176.0|4096|20101217|allocated
apnic|KR|ipv4|101.79.192.0|4096|20101217|allocated
apnic|KR|ipv4|101.79.208.0|4096|20101217|allocated
apnic|KR|ipv4|101.79.224.0|4096|20101217|allocated
apnic|KR|ipv4|101.79.240.0|4096|20101217|allocated
apnic|CN|ipv4|101.80.0.0|1048576|20110103|allocated
apnic|CN|ipv4|101.96.0.0|2048|20110412|allocated
apnic|CN|ipv4|101.96.8.0|1024|20110414|allocated
apnic|VN|ipv4|101.96.12.0|1024|20101217|allocated
apnic|CN|ipv4|101.96.16.0|4096|20110412|allocated
apnic|JP|ipv4|101.96.32.0|8192|20110315|allocated
apnic|VN|ipv4|101.96.64.0|16384|20110221|allocated
apnic|CN|ipv4|101.96.128.0|32768|20110225|allocated
apnic|JP|ipv4|101.97.0.0|8192|20110407|allocated
apnic|AU|ipv4|101.97.32.0|8192|20110407|allocated
apnic|SG|ipv4|101.97.64.0|16384|20110407|allocated
apnic|JP|ipv4|101.97.128.0|32768|20110407|allocated
apnic|NZ|ipv4|101.98.0.0|65536|20101222|allocated
apnic|VN|ipv4|101.99.0.0|16384|20110221|allocated
apnic|MY|ipv4|101.99.64.0|8192|20110315|allocated
apnic|CN|ipv4|101.99.96.0|8192|20110412|allocated
apnic|GU|ipv4|101.99.128.0|32768|20110225|allocated
apnic|NZ|ipv4|101.100.0.0|32768|20101222|allocated
apnic|NZ|ipv4|101.100.128.0|8192|20101222|allocated
apnic|SG|ipv4|101.100.160.0|8192|20101222|allocated
apnic|SG|ipv4|101.100.192.0|16384|20101222|allocated
apnic|NC|ipv4|101.101.0.0|16384|20110221|allocated
apnic|CN|ipv4|101.101.64.0|8192|20110412|allocated
apnic|CN|ipv4|101.101.100.0|256|20110414|allocated
apnic|TW|ipv4|101.101.101.0|256|20180601|assigned
apnic|CN|ipv4|101.101.102.0|512|20110414|allocated
apnic|CN|ipv4|101.101.104.0|2048|20110412|allocated
apnic|CN|ipv4|101.101.112.0|4096|20110412|allocated
apnic|KR|ipv4|101.101.128.0|8192|20110228|allocated
apnic|KR|ipv4|101.101.160.0|4096|20110228|allocated
apnic|KR|ipv4|101.101.176.0|4096|20110228|allocated
apnic|KR|ipv4|101.101.192.0|4096|20110228|allocated
apnic|KR|ipv4|101.101.208.0|4096|20110228|allocated
apnic|KR|ipv4|101.101.224.0|8192|20110228|allocated
apnic|JP|ipv4|101.102.0.0|16384|20110223|allocated
apnic|CN|ipv4|101.102.64.0|8192|20110412|allocated
apnic|JP|ipv4|101.102.96.0|1024|20101217|allocated
apnic|CN|ipv4|101.102.100.0|512|20110414|allocated
apnic|CN|ipv4|101.102.102.0|256|20110414|allocated
apnic|TW|ipv4|101.102.103.0|256|20180601|assigned
apnic|CN|ipv4|101.102.104.0|2048|20110412|allocated
apnic|CN|ipv4|101.102.112.0|4096|20110412|allocated
apnic|JP|ipv4|101.102.128.0|32768|20110301|allocated
apnic|AU|ipv4|101.103.0.0|65536|20101223|allocated
apnic|CN|ipv4|101.104.0.0|262144|20101210|allocated
apnic|TH|ipv4|101.108.0.0|131072|20101213|allocated
apnic|JP|ipv4|101.110.0.0|16384|20110301|allocated
apnic|CN|ipv4|101.110.64.0|8192|20110412|allocated
apnic|CN|ipv4|101.110.96.0|4096|20110412|allocated
apnic|NZ|ipv4|101.110.112.0|1024|20101217|allocated
apnic|CN|ipv4|101.110.116.0|1024|20110414|allocated
apnic|CN|ipv4|101.110.120.0|2048|20110412|allocated
apnic|JP|ipv4|101.110.128.0|32768|20110304|allocated
apnic|JP|ipv4|101.111.0.0|65536|20101223|allocated
apnic|AU|ipv4|101.112.0.0|524288|20101214|allocated
apnic|CN|ipv4|101.120.0.0|262144|20101213|allocated
apnic|CN|ipv4|101.124.0.0|131072|20101215|allocated
apnic|CN|ipv4|101.126.0.0|65536|20101224|allocated
apnic|SG|ipv4|101.127.0.0|65536|20110408|allocated
apnic|CN|ipv4|101.128.0.0|1024|20110414|allocated
apnic|AU|ipv4|101.128.4.0|1024|20101220|allocated
apnic|CN|ipv4|101.128.8.0|2048|20110412|allocated
apnic|CN|ipv4|101.128.16.0|4096|20110412|allocated
apnic|CN|ipv4|101.128.32.0|8192|20110412|allocated
apnic|ID|ipv4|101.128.64.0|16384|20110303|allocated
apnic|JP|ipv4|101.128.128.0|32768|20110304|allocated
apnic|CN|ipv4|101.129.0.0|65536|20101229|allocated
apnic|CN|ipv4|101.130.0.0|131072|20101215|allocated
apnic|CN|ipv4|101.132.0.0|262144|20101216|allocated
apnic|TW|ipv4|101.136.0.0|262144|20101221|allocated
apnic|JP|ipv4|101.140.0.0|262144|20101222|allocated
apnic|CN|ipv4|101.144.0.0|1048576|20110111|allocated
apnic|AU|ipv4|101.160.0.0|2097152|20101223|allocated
apnic|CN|ipv4|101.192.0.0|262144|20101224|allocated
apnic|CN|ipv4|101.196.0.0|65536|20110104|allocated
apnic|CN|ipv4|101.197.0.0|65536|20110104|allocated
apnic|CN|ipv4|101.198.0.0|131072|20110104|allocated
apnic|CN|ipv4|101.200.0.0|131072|20110124|allocated
apnic|KR|ipv4|101.202.0.0|65536|20110120|allocated
apnic|JP|ipv4|101.203.0.0|16384|20110307|allocated
apnic|JP|ipv4|101.203.64.0|4096|20110307|allocated
apnic|JP|ipv4|101.203.80.0|1024|20110307|allocated
apnic|JP|ipv4|101.203.86.0|512|20110307|allocated
apnic|JP|ipv4|101.203.88.0|2048|20110307|allocated
apnic|JP|ipv4|101.203.96.0|8192|20110307|allocated
apnic|CN|ipv4|101.203.128.0|8192|20110412|allocated
apnic|CN|ipv4|101.203.160.0|2048|20110412|allocated
apnic|ID|ipv4|101.203.168.0|1024|20101220|assigned
apnic|CN|ipv4|101.203.172.0|1024|20110414|allocated
apnic|CN|ipv4|101.203.176.0|4096|20110412|allocated
apnic|JP|ipv4|101.203.192.0|16384|20110308|allocated
apnic|CN|ipv4|101.204.0.0|262144|20101220|allocated
apnic|IN|ipv4|101.208.0.0|1048576|20110114|allocated
apnic|CN|ipv4|101.224.0.0|524288|20110103|allocated
apnic|CN|ipv4|101.232.0.0|131072|20110125|allocated
apnic|SG|ipv4|101.234.0.0|16384|20110309|allocated
apnic|CN|ipv4|101.234.64.0|2048|20110412|allocated
apnic|AU|ipv4|101.234.72.0|1024|20110315|allocated
apnic|CN|ipv4|101.234.76.0|1024|20110414|allocated
apnic|CN|ipv4|101.234.80.0|4096|20110412|allocated
apnic|CN|ipv4|101.234.96.0|8192|20110412|allocated
apnic|AU|ipv4|101.234.128.0|16384|20110308|allocated
apnic|AU|ipv4|101.234.192.0|16384|20110308|allocated
apnic|KR|ipv4|101.235.0.0|65536|20110121|allocated
apnic|CN|ipv4|101.236.0.0|262144|20101220|allocated
apnic|CN|ipv4|101.240.0.0|262144|20110107|allocated
apnic|CN|ipv4|101.244.0.0|65536|20110110|allocated
apnic|CN|ipv4|101.245.0.0|65536|20110110|allocated
apnic|CN|ipv4|101.246.0.0|131072|20110110|allocated
apnic|CN|ipv4|101.248.0.0|131072|20110128|allocated
apnic|KR|ipv4|101.250.0.0|65536|20110121|allocated
apnic|CN|ipv4|101.251.0.0|1024|20110414|allocated
apnic|NP|ipv4|101.251.4.0|1024|20110316|allocated
apnic|CN|ipv4|101.251.8.0|2048|20110412|allocated
apnic|CN|ipv4|101.251.16.0|4096|20110412|allocated
apnic|CN|ipv4|101.251.32.0|8192|20110412|allocated
apnic|CN|ipv4|101.251.64.0|16384|20110310|allocated
apnic|CN|ipv4|101.251.128.0|32768|20110309|allocated
apnic|CN|ipv4|101.252.0.0|131072|20110131|allocated
apnic|CN|ipv4|101.254.0.0|65536|20110124|allocated
apnic|ID|ipv4|101.255.0.0|65536|20110302|allocated
apnic|AU|ipv4|103.0.0.0|65536|20110405|allocated
apnic|AU|ipv4|103.1.0.0|1024|20110405|allocated
apnic|AU|ipv4|103.1.4.0|256|20110405|assigned
apnic|SG|ipv4|103.1.5.0|256|20110509|allocated
apnic|IN|ipv4|103.1.6.0|256|20110509|assigned
apnic|AU|ipv4|103.1.7.0|256|20110510|allocated
apnic|CN|ipv4|103.1.8.0|1024|20110418|allocated
apnic|HK|ipv4|103.1.12.0|1024|20110418|allocated
apnic|HK|ipv4|103.1.16.0|1024|20110418|allocated
apnic|CN|ipv4|103.1.20.0|1024|20110418|allocated
apnic|CN|ipv4|103.1.24.0|1024|20110418|allocated
apnic|LA|ipv4|103.1.28.0|1024|20110418|allocated
apnic|HK|ipv4|103.1.32.0|1024|20110418|allocated
apnic|HK|ipv4|103.1.36.0|1024|20110418|allocated
apnic|HK|ipv4|103.1.40.0|1024|20110418|allocated
apnic|HK|ipv4|103.1.44.0|1024|20110418|allocated
apnic|AU|ipv4|103.1.52.0|1024|20110418|allocated
apnic|AU|ipv4|103.1.56.0|1024|20110418|allocated
apnic|AU|ipv4|103.1.60.0|1024|20110418|allocated
apnic|HK|ipv4|103.1.64.0|1024|20110418|allocated
apnic|MY|ipv4|103.1.68.0|1024|20110418|allocated
apnic|CN|ipv4|103.1.72.0|1024|20110418|allocated
apnic|AU|ipv4|103.1.76.0|1024|20110418|allocated
apnic|IN|ipv4|103.1.80.0|1024|20110418|allocated
apnic|SG|ipv4|103.1.84.0|1024|20110418|allocated
apnic|CN|ipv4|103.1.88.0|1024|20110418|allocated
apnic|NP|ipv4|103.1.92.0|1024|20110418|allocated
apnic|MP|ipv4|103.1.96.0|1024|20110418|allocated
apnic|IN|ipv4|103.1.100.0|1024|20110418|allocated
apnic|MY|ipv4|103.1.104.0|1024|20110418|allocated
apnic|AU|ipv4|103.1.108.0|1024|20110418|allocated
apnic|IN|ipv4|103.1.112.0|1024|20110418|allocated
apnic|PH|ipv4|103.1.116.0|1024|20110418|allocated
apnic|JP|ipv4|103.1.120.0|1024|20110418|allocated
apnic|IN|ipv4|103.1.124.0|1024|20110418|allocated
apnic|IN|ipv4|103.1.128.0|1024|20110418|allocated
apnic|MY|ipv4|103.1.132.0|1024|20110418|allocated
apnic|SG|ipv4|103.1.136.0|1024|20110418|allocated
apnic|JP|ipv4|103.1.140.0|1024|20110418|allocated
apnic|MY|ipv4|103.1.144.0|1024|20110418|allocated
apnic|MY|ipv4|103.1.148.0|1024|20110503|allocated
apnic|HK|ipv4|103.1.152.0|1024|20110418|allocated
apnic|TH|ipv4|103.1.160.0|1024|20110419|allocated
apnic|TH|ipv4|103.1.164.0|1024|20110419|allocated
apnic|CN|ipv4|103.1.168.0|1024|20110419|allocated
apnic|SG|ipv4|103.1.172.0|1024|20110419|allocated
apnic|LK|ipv4|103.1.176.0|1024|20110419|allocated
apnic|FJ|ipv4|103.1.180.0|1024|20110419|allocated
apnic|AU|ipv4|103.1.184.0|1024|20110419|allocated
apnic|AU|ipv4|103.1.188.0|1024|20110419|allocated
apnic|AU|ipv4|103.1.192.0|1024|20110419|allocated
apnic|IN|ipv4|103.1.196.0|1024|20110419|allocated
apnic|VN|ipv4|103.1.200.0|1024|20110419|allocated
apnic|AU|ipv4|103.1.204.0|1024|20110419|allocated
apnic|VN|ipv4|103.1.208.0|1024|20110419|allocated
apnic|AU|ipv4|103.1.212.0|1024|20110419|allocated
apnic|AU|ipv4|103.1.216.0|1024|20110419|allocated
apnic|TW|ipv4|103.1.220.0|1024|20151028|assigned
apnic|HK|ipv4|103.1.224.0|1024|20110420|allocated
apnic|AU|ipv4|103.1.228.0|1024|20110420|allocated
apnic|LA|ipv4|103.1.232.0|1024|20110420|allocated
apnic|VN|ipv4|103.1.236.0|1024|20110420|allocated
apnic|AU|ipv4|103.1.240.0|1024|20110420|allocated
apnic|JP|ipv4|103.1.244.0|1024|20110420|allocated
apnic|JP|ipv4|103.1.248.0|1024|20110420|allocated
apnic|JP|ipv4|103.1.252.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.0.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.4.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.8.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.12.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.16.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.20.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.24.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.28.0|256|20110420|allocated
apnic|JP|ipv4|103.2.29.0|256|20110420|allocated
apnic|JP|ipv4|103.2.30.0|512|20110420|allocated
apnic|JP|ipv4|103.2.32.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.36.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.40.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.44.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.48.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.52.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.56.0|256|20110420|assigned
apnic|JP|ipv4|103.2.57.0|256|20110420|allocated
apnic|JP|ipv4|103.2.58.0|512|20110420|allocated
apnic|JP|ipv4|103.2.60.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.64.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.68.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.72.0|1024|20110420|allocated
apnic|KR|ipv4|103.2.76.0|1024|20110420|allocated
apnic|MY|ipv4|103.2.80.0|1024|20110420|allocated
apnic|KR|ipv4|103.2.84.0|1024|20110420|allocated
apnic|SB|ipv4|103.2.88.0|1024|20110420|allocated
apnic|KR|ipv4|103.2.92.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.96.0|1024|20110420|allocated
apnic|JP|ipv4|103.2.100.0|1024|20110420|allocated
apnic|SG|ipv4|103.2.104.0|1024|20110420|allocated
apnic|CN|ipv4|103.2.108.0|1024|20110421|allocated
apnic|TH|ipv4|103.2.112.0|1024|20110421|allocated
apnic|AU|ipv4|103.2.116.0|1024|20110421|allocated
apnic|NZ|ipv4|103.2.120.0|1024|20110421|allocated
apnic|JP|ipv4|103.2.124.0|1024|20110421|allocated
apnic|JP|ipv4|103.2.128.0|1024|20110421|allocated
apnic|IN|ipv4|103.2.132.0|1024|20110421|allocated
apnic|JP|ipv4|103.2.136.0|1024|20110421|allocated
apnic|NZ|ipv4|103.2.140.0|1024|20110421|allocated
apnic|ID|ipv4|103.2.144.0|1024|20110421|allocated
apnic|LK|ipv4|103.2.148.0|1024|20110421|allocated
apnic|LK|ipv4|103.2.152.0|1024|20110421|allocated
apnic|CN|ipv4|103.2.156.0|1024|20110421|allocated
apnic|JP|ipv4|103.2.160.0|1024|20110421|allocated
apnic|CN|ipv4|103.2.164.0|1024|20110421|allocated
apnic|AU|ipv4|103.2.168.0|1024|20110421|allocated
apnic|AU|ipv4|103.2.172.0|1024|20110421|allocated
apnic|AU|ipv4|103.2.176.0|1024|20110421|allocated
apnic|SG|ipv4|103.2.180.0|1024|20110421|allocated
apnic|NC|ipv4|103.2.184.0|1024|20110427|allocated
apnic|AU|ipv4|103.2.192.0|1024|20110427|allocated
apnic|AU|ipv4|103.2.196.0|1024|20110427|allocated
apnic|CN|ipv4|103.2.200.0|1024|20110427|allocated
apnic|CN|ipv4|103.2.204.0|1024|20110427|allocated
apnic|CN|ipv4|103.2.208.0|1024|20110427|allocated
apnic|CN|ipv4|103.2.212.0|1024|20110427|allocated
apnic|TW|ipv4|103.2.216.0|1024|20110427|allocated
apnic|VN|ipv4|103.2.220.0|1024|20110427|allocated
apnic|VN|ipv4|103.2.224.0|1024|20110427|allocated
apnic|VN|ipv4|103.2.228.0|1024|20110427|allocated
apnic|IN|ipv4|103.2.232.0|1024|20110427|allocated
apnic|IN|ipv4|103.2.236.0|1024|20110427|allocated
apnic|AU|ipv4|103.2.240.0|1024|20110427|allocated
apnic|JP|ipv4|103.2.244.0|1024|20110427|allocated
apnic|JP|ipv4|103.2.248.0|1024|20110427|allocated
apnic|JP|ipv4|103.2.252.0|1024|20110427|allocated
apnic|JP|ipv4|103.3.0.0|1024|20110427|allocated
apnic|JP|ipv4|103.3.4.0|1024|20110427|allocated
apnic|JP|ipv4|103.3.8.0|1024|20110427|allocated
apnic|JP|ipv4|103.3.12.0|1024|20110427|allocated
apnic|JP|ipv4|103.3.16.0|1024|20110427|allocated
apnic|MY|ipv4|103.3.20.0|1024|20110427|allocated
apnic|HK|ipv4|103.3.24.0|1024|20110428|allocated
apnic|KH|ipv4|103.3.28.0|1024|20151028|allocated
apnic|IN|ipv4|103.3.32.0|1024|20110428|allocated
apnic|KR|ipv4|103.3.36.0|1024|20110428|allocated
apnic|IN|ipv4|103.3.40.0|1024|20110428|allocated
apnic|ID|ipv4|103.3.44.0|512|20110511|assigned
apnic|ID|ipv4|103.3.46.0|256|20110511|assigned
apnic|ID|ipv4|103.3.47.0|256|20110511|assigned
apnic|JP|ipv4|103.3.48.0|1024|20110428|allocated
apnic|JP|ipv4|103.3.52.0|1024|20110428|allocated
apnic|ID|ipv4|103.3.56.0|512|20110428|allocated
apnic|ID|ipv4|103.3.58.0|256|20110428|allocated
apnic|ID|ipv4|103.3.59.0|256|20110428|allocated
apnic|SG|ipv4|103.3.60.0|1024|20110428|allocated
apnic|TH|ipv4|103.3.64.0|1024|20110428|allocated
apnic|ID|ipv4|103.3.68.0|512|20110512|assigned
